id,web_id,longitude,latitude,location,complete_response
1100,1398,13.3489486,52.4459485,"14, Liebenowzeile, Südende, Steglitz, Berlin, 12167, Deutschland","14, Liebenowzeile, Südende, Steglitz, Berlin, 12167, Deutschland"
1101,1471,13.3493782,52.4475463,"Liebenowzeile, Südende, Steglitz, Berlin, 12167, Deutschland","Liebenowzeile, Südende, Steglitz, Berlin, 12167, Deutschland"
1103,1397,13.3488691,52.4475813,"9, Liebenowzeile, Südende, Steglitz, Berlin, 12167, Deutschland","9, Liebenowzeile, Südende, Steglitz, Berlin, 12167, Deutschland"
1104,1874,13.4996538,52.5367232,"Liebenwalder Straße, Alt-Hohenschönhausen, Berlin, 13055, Deutschland","Liebenwalder Straße, Alt-Hohenschönhausen, Berlin, 13055, Deutschland"
1107,1006,13.292418,52.5079363,"9a, Lietzensee-Ufer, Charlottenburg, Charlottenburg-Wilmersdorf, 14057, Deutschland","9a, Lietzensee-Ufer, Charlottenburg, Charlottenburg-Wilmersdorf, 14057, Deutschland"
1109,1655,13.343311,52.4480244,"12, Liliencronstraße, Steglitz, Berlin, 12167, Deutschland","12, Liliencronstraße, Steglitz, Berlin, 12167, Deutschland"
1110,1254,13.3407243,52.4494326,"17, Liliencronstraße, Steglitz, Berlin, 12167, Deutschland","17, Liliencronstraße, Steglitz, Berlin, 12167, Deutschland"
1111,944,13.3416714,52.4486574,"Liliencronstraße, Steglitz, Berlin, 12167, Deutschland","Liliencronstraße, Steglitz, Berlin, 12167, Deutschland"
1112,1895,13.503115873261574,52.502659300000005,"67, Lincolnstraße, Weitlingkiez, Friedrichsfelde, Lichtenberg, 10315, Deutschland","67, Lincolnstraße, Weitlingkiez, Friedrichsfelde, Lichtenberg, 10315, Deutschland"
1114,468,13.3485541,52.4936899,"9, Lindauer Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland","9, Lindauer Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland"
1115,1490,13.31271734520672,52.4441505,"36, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","36, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1116,1488,13.312862653485066,52.443510399999994,"40, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","40, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1117,1491,13.313362318918628,52.44406305,"5, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","5, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1118,1492,13.313293476657336,52.44425165,"7, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","7, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1119,1489,13.313984602545132,52.44391055,"4a, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","4a, Lipaer Straße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1120,1900,13.5200043,52.4891686,"6, Lisztstraße, Ilse-Kiez, Karlshorst, Lichtenberg, 10318, Deutschland","6, Lisztstraße, Ilse-Kiez, Karlshorst, Lichtenberg, 10318, Deutschland"
1121,1143,13.3020888,52.5203241,"Lohmeyerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland","Lohmeyerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland"
1122,1140,13.3019545,52.5211061,"18, Lohmeyerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland","18, Lohmeyerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland"
1123,1145,13.3017446,52.5200855,"21, Lohmeyerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland","21, Lohmeyerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland"
1125,1885,13.4949237,52.5005634,"Lückstraße, Weitlingkiez, Rummelsburg, Lichtenberg, 10317, Deutschland","Lückstraße, Weitlingkiez, Rummelsburg, Lichtenberg, 10317, Deutschland"
1126,907,13.3149388,52.4685308,"1, Ludwig-Barnay-Platz, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland","1, Ludwig-Barnay-Platz, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland"
1128,1829,13.3276958,52.4503912,"11, Lutherstraße, Steglitz, Steglitz-Zehlendorf, 12167, Deutschland","11, Lutherstraße, Steglitz, Steglitz-Zehlendorf, 12167, Deutschland"
1129,1347,13.3263307,52.4509512,"16, Lutherstraße, Steglitz, Steglitz-Zehlendorf, 12167, Deutschland","16, Lutherstraße, Steglitz, Steglitz-Zehlendorf, 12167, Deutschland"
1134,1893,13.5034483,52.5544501,"54, Malchower Weg, Alt-Hohenschönhausen, Lichtenberg, 13053, Deutschland","54, Malchower Weg, Alt-Hohenschönhausen, Lichtenberg, 13053, Deutschland"
1137,137,13.3157973,52.4876685,"33, Mannheimer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland","33, Mannheimer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland"
1138,104,13.3667013,52.4927973,"3, Mansteinstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland","3, Mansteinstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland"
1140,1459,13.3175019,52.46781,"12, Marbacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland","12, Marbacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland"
1144,1860,13.426706218191445,52.5337116,"18, Marienburger Straße, Winsviertel, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland","18, Marienburger Straße, Winsviertel, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland"
1146,830,13.3637835,52.413637,"145, Marienfelder Allee, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland","145, Marienfelder Allee, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland"
1147,1350,13.324728206883064,52.43357825,"24, Marienstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","24, Marienstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland"
1148,1341,13.32545164999999,52.43339865,"9, Marienstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","9, Marienstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland"
1152,895,13.325956675495494,52.4638015,"4, Markelstraße, Steglitz, Berlin, 12163, Deutschland","4, Markelstraße, Steglitz, Berlin, 12163, Deutschland"
1153,897,13.3257679921342,52.4638723,"5, Markelstraße, Steglitz, Berlin, 12163, Deutschland","5, Markelstraße, Steglitz, Berlin, 12163, Deutschland"
1156,898,13.324482429763387,52.4639354,"56, Markelstraße, Steglitz, Berlin, 12163, Deutschland","56, Markelstraße, Steglitz, Berlin, 12163, Deutschland"
1158,1711,13.4662732,52.4990822,"10, Markgrafendamm, Stralau, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland","10, Markgrafendamm, Stralau, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland"
1165,817,13.3167475,52.4709254,"3, Markobrunner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland","3, Markobrunner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland"
1166,1194,13.5255395,52.4868386,"45, Marksburgstraße, Heimatviertel, Karlshorst, Lichtenberg, 10318, Deutschland","45, Marksburgstraße, Heimatviertel, Karlshorst, Lichtenberg, 10318, Deutschland"
1167,1313,13.31723779271156,52.4462532,"11, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","11, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1168,1299,13.31668565081441,52.44572005,"18, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","18, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1169,1300,13.31671168899146,52.44461265,"32, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","32, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1170,1317,13.3170293,52.44483,"Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1171,1316,13.317303675269397,52.44432329999999,"37, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","37, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1172,1319,13.31671576388889,52.4441929,"38, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","38, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1173,1318,13.31639390213553,52.44405995,"40, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","40, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1174,1314,13.316618907886904,52.4439389,"42, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","42, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1175,1422,13.31719235391019,52.4466558,"7, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","7, Marschnerstraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1177,1818,13.2575132,52.4313343,"Martin-Buber-Straße, Zehlendorf, Steglitz-Zehlendorf, 14163, Deutschland","Martin-Buber-Straße, Zehlendorf, Steglitz-Zehlendorf, 14163, Deutschland"
1180,453,13.34500587817782,52.49374845,"44, Martin-Luther-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland","44, Martin-Luther-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland"
1181,454,13.3447024,52.49349345,"46, Martin-Luther-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland","46, Martin-Luther-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland"
1183,1889,13.5150835,52.5074928,"Massower Straße, Weitlingkiez, Friedrichsfelde, Lichtenberg, 10315, Deutschland","Massower Straße, Weitlingkiez, Friedrichsfelde, Lichtenberg, 10315, Deutschland"
1187,1551,13.4516519,52.5214257,"1, Matternstraße, Hausburgviertel, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10249, Deutschland","1, Matternstraße, Hausburgviertel, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10249, Deutschland"
1188,1522,13.3879255,52.5094463,"76, Mauerstraße, Spandauer Vorstadt, Mitte, Berlin, 10117, Deutschland","76, Mauerstraße, Spandauer Vorstadt, Mitte, Berlin, 10117, Deutschland"
1189,1521,13.3880343,52.5093384,"77, Mauerstraße, Spandauer Vorstadt, Mitte, Berlin, 10117, Deutschland","77, Mauerstraße, Spandauer Vorstadt, Mitte, Berlin, 10117, Deutschland"
1190,1580,13.3897603,52.5081758,"Bundesverband Deutscher Stiftungen, Mauerstraße, Mitte, Berlin, 10117, Deutschland","Bundesverband Deutscher Stiftungen, Mauerstraße, Mitte, Berlin, 10117, Deutschland"
1191,1525,13.3897603,52.5081758,"Bundesverband Deutscher Stiftungen, Mauerstraße, Mitte, Berlin, 10117, Deutschland","Bundesverband Deutscher Stiftungen, Mauerstraße, Mitte, Berlin, 10117, Deutschland"
1192,1339,13.316422,52.4822347,"12, Mecklenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland","12, Mecklenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland"
1200,1610,13.3191526,52.4829518,"92/93, Mecklenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland","92/93, Mecklenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland"
1201,343,13.325985039061074,52.486308300000005,"1, Mehlitzstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10715, Deutschland","1, Mehlitzstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10715, Deutschland"
1209,1939,13.30914137574074,52.441812799999994,"7, Memlingstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","7, Memlingstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1213,1467,13.422026862752208,52.51056835,"15, Michaelkirchstraße, Luisenstadt, Mitte, Berlin, 10179, Deutschland","15, Michaelkirchstraße, Luisenstadt, Mitte, Berlin, 10179, Deutschland"
1218,1278,13.2936895,52.4713066,"34, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","34, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
1219,1279,13.2936907,52.4718622,"35, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","35, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
1220,1280,13.2932373,52.4723397,"Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
1221,157,13.2932429,52.4721227,"40, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","40, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
1222,1281,13.2928035,52.472563,"46, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","46, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
1223,1282,13.292515,52.4731399,"49, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","49, Misdroyer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
1225,1394,13.329454668029872,52.4523969,"19, Mittelstraße, Steglitz, Berlin, 12167, Deutschland","19, Mittelstraße, Steglitz, Berlin, 12167, Deutschland"
1227,1555,13.3284482,52.4531875,"28, Mittelstraße, Steglitz, Berlin, 12167, Deutschland","28, Mittelstraße, Steglitz, Berlin, 12167, Deutschland"
1232,1692,13.442644,52.419131,"20, Mollnerweg, Buckow, Neukölln, 12353, Deutschland","20, Mollnerweg, Buckow, Neukölln, 12353, Deutschland"
1236,1932,13.314522891464936,52.4414423,"33, Moltkestraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","33, Moltkestraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1237,1817,13.307840880439654,52.44610665,"47, Moltkestraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","47, Moltkestraße, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland"
1240,1569,13.3186635,52.5028259,"67, Mommsenstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10629, Deutschland","67, Mommsenstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10629, Deutschland"
1242,1774,13.3988452,52.5235536,"5, Monbijouplatz, Spandauer Vorstadt, Mitte, Berlin, 10178, Deutschland","5, Monbijouplatz, Spandauer Vorstadt, Mitte, Berlin, 10178, Deutschland"
1249,449,13.3511184,52.4986148,"9, Motzstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10777, Deutschland","9, Motzstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10777, Deutschland"
1250,1747,13.335115270899957,52.43632535,"4, Mozartstraße, Lankwitz, Berlin, 12247, Deutschland","4, Mozartstraße, Lankwitz, Berlin, 12247, Deutschland"
1251,858,13.4055301,52.5663426,"16, Mühlenstraße, Pankow, Berlin, 13187, Deutschland","16, Mühlenstraße, Pankow, Berlin, 13187, Deutschland"
1252,1819,13.26989361421766,52.430517550000005,"25, Mühlenstraße, Schönow, Zehlendorf, Steglitz-Zehlendorf, 14167, Deutschland","25, Mühlenstraße, Schönow, Zehlendorf, Steglitz-Zehlendorf, 14167, Deutschland"
1253,859,13.4042088,52.5688285,"88, Mühlenstraße, Pankow, Berlin, 13187, Deutschland","88, Mühlenstraße, Pankow, Berlin, 13187, Deutschland"
1256,1596,13.348147,52.5523111,"128, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13349, Deutschland","128, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13349, Deutschland"
1257,1597,13.3465298,52.5536053,"Müllerstraße, Afrikanisches Viertel, Wedding, Mitte, 13349, Deutschland","Müllerstraße, Afrikanisches Viertel, Wedding, Mitte, 13349, Deutschland"
1258,1599,13.3465298,52.5536053,"Müllerstraße, Afrikanisches Viertel, Wedding, Mitte, 13349, Deutschland","Müllerstraße, Afrikanisches Viertel, Wedding, Mitte, 13349, Deutschland"
1259,1600,13.352279,52.5500025,"137, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13353, Deutschland","137, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13353, Deutschland"
1260,1595,13.3484857,52.5527133,"51, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13349, Deutschland","51, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13349, Deutschland"
1261,1594,13.3479549,52.5530049,"52, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13349, Deutschland","52, Müllerstraße, Brüsseler Kiez, Wedding, Mitte, 13349, Deutschland"
1262,1592,13.3421737,52.556268,"65, Müllerstraße, Afrikanisches Viertel, Wedding, Mitte, 13349, Deutschland","65, Müllerstraße, Afrikanisches Viertel, Wedding, Mitte, 13349, Deutschland"
1264,456,13.3419912,52.4892437,"23, Münchener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland","23, Münchener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland"
1265,457,13.3420439,52.4890519,"24, Münchener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland","24, Münchener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland"
1269,488,13.3426134,52.4882914,"31, Münchener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10825, Deutschland","31, Münchener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10825, Deutschland"
1270,1184,13.2886004,52.57867,"Namslaustraße, Cité Guynemer, Tegel, Reinickendorf, 13507, Deutschland","Namslaustraße, Cité Guynemer, Tegel, Reinickendorf, 13507, Deutschland"
1271,1175,13.2815881,52.5783311,"69, Namslaustraße, Cité Guynemer, Tegel, Reinickendorf, 13507, Deutschland","69, Namslaustraße, Cité Guynemer, Tegel, Reinickendorf, 13507, Deutschland"
1272,1176,13.2805112,52.5779904,"75, Namslaustraße, Tegel, Reinickendorf, 13507, Deutschland","75, Namslaustraße, Tegel, Reinickendorf, 13507, Deutschland"
1273,317,13.3262295,52.4916235,"15, Nassauische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland","15, Nassauische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland"
1274,433,13.3262916,52.4888986,"27, Nassauische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland","27, Nassauische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland"
1275,350,13.327175,52.4896166,"51, Nassauische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland","51, Nassauische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland"
1279,865,13.423005347437192,52.5592652,"11, Neumannstraße, Pankow, Berlin, 13189, Deutschland","11, Neumannstraße, Pankow, Berlin, 13189, Deutschland"
1285,265,13.3346874,52.4725918,"4, Niedstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland","4, Niedstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
1289,40,13.3273896,52.4946053,"Nikolsburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland","Nikolsburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland"
1290,1906,13.4804793,52.5013824,"44, Nöldnerstraße, Rummelsburg, Lichtenberg, 10317, Deutschland","44, Nöldnerstraße, Rummelsburg, Lichtenberg, 10317, Deutschland"
1292,1238,13.3556239,52.4980982,"3, Nollendorfstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland","3, Nollendorfstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland"
1293,90,13.3022503,52.4709065,"12, Norderneyer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","12, Norderneyer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
1295,1198,13.3521465,52.5398463,"10, Nordufer, Sprengelkiez, Wedding, Mitte, 13353, Deutschland","10, Nordufer, Sprengelkiez, Wedding, Mitte, 13353, Deutschland"
1296,1199,13.3512103,52.5395664,"13, Nordufer, Sprengelkiez, Wedding, Mitte, 13353, Deutschland","13, Nordufer, Sprengelkiez, Wedding, Mitte, 13353, Deutschland"
1299,1820,13.327828966638457,52.42598105,"23, Oberhofer Weg, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12209, Deutschland","23, Oberhofer Weg, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12209, Deutschland"
1300,1940,13.326518631512991,52.42669435,"8, Oberhofer Weg, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12209, Deutschland","8, Oberhofer Weg, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12209, Deutschland"
1303,1355,13.3546828,52.4548715,"62, Oehlertring, Südende, Steglitz, Berlin, 12169, Deutschland","62, Oehlertring, Südende, Steglitz, Berlin, 12169, Deutschland"
1307,109,13.3169725,52.4755554,"17, Offenbacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland","17, Offenbacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland"
1308,216,13.3206752,52.4749829,"25, Offenbacher Straße, Friedenau, Tempelhof-Schöneberg, Charlottenburg-Wilmersdorf, 14197, Deutschland","25, Offenbacher Straße, Friedenau, Tempelhof-Schöneberg, Charlottenburg-Wilmersdorf, 14197, Deutschland"
1326,1794,13.309549732608527,52.42037635,"129A, Ostpreußendamm, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","129A, Ostpreußendamm, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland"
1329,1090,13.3171964,52.429803,"41, Ostpreußendamm, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","41, Ostpreußendamm, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland"
1332,1902,13.4695798,52.533693,"Otto-Marquardt-Straße, Fennpfuhl, Lichtenberg, 10369, Deutschland","Otto-Marquardt-Straße, Fennpfuhl, Lichtenberg, 10369, Deutschland"
1333,1171,13.3440053,52.4740627,"14, Otzenstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland","14, Otzenstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
1346,1613,13.317197992941242,52.4802288,"Sankt Gertrauden-Krankenhaus, Paretzer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland","Sankt Gertrauden-Krankenhaus, Paretzer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10713, Deutschland"
1347,1866,13.4736914,52.5005239,"Paul-und-Paula-Ufer, Rummelsburg, Lichtenberg, 10317, Deutschland","Paul-und-Paula-Ufer, Rummelsburg, Lichtenberg, 10317, Deutschland"
1350,1173,13.371050689605973,52.4543548,"21, Paul-Schmidt-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland","21, Paul-Schmidt-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
1352,1469,13.3467341,52.4357272,"Paul-Schneider-Straße, Lankwitz, Berlin, 12247, Deutschland","Paul-Schneider-Straße, Lankwitz, Berlin, 12247, Deutschland"
1353,112,13.3046987,52.4972623,"7, Paulsborner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10709, Deutschland","7, Paulsborner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10709, Deutschland"
1354,730,13.3126193,52.4633023,"44, Paulsenstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","44, Paulsenstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland"
1364,1666,13.3485568,52.4652156,"41, Peter-Vischer-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland","41, Peter-Vischer-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland"
1366,1013,13.287694,52.5114846,"3, Philippistraße, Charlottenburg, Charlottenburg-Wilmersdorf, 14059, Deutschland","3, Philippistraße, Charlottenburg, Charlottenburg-Wilmersdorf, 14059, Deutschland"
1367,1291,13.196577524708172,52.5140366,"1, Pichelsdorfer Straße, Wilhelmstadt, Spandau, 13595, Deutschland","1, Pichelsdorfer Straße, Wilhelmstadt, Spandau, 13595, Deutschland"
1368,1293,13.197297701258991,52.5140231,"2, Pichelsdorfer Straße, Wilhelmstadt, Spandau, 13595, Deutschland","2, Pichelsdorfer Straße, Wilhelmstadt, Spandau, 13595, Deutschland"
1369,1292,13.196491717628206,52.51420485,"3, Pichelsdorfer Straße, Wilhelmstadt, Spandau, 13595, Deutschland","3, Pichelsdorfer Straße, Wilhelmstadt, Spandau, 13595, Deutschland"
1371,1736,13.2837293,52.4805019,"20, Plöner Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14193, Deutschland","20, Plöner Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14193, Deutschland"
1375,868,13.4269347,52.5663407,"138, Prenzlauer Promenade, Pankow, Berlin, 13189, Deutschland","138, Prenzlauer Promenade, Pankow, Berlin, 13189, Deutschland"
1376,1108,13.3399472,52.4495103,"Presselstraße, Steglitz, Berlin, 12167, Deutschland","Presselstraße, Steglitz, Berlin, 12167, Deutschland"
1382,296,13.3333308,52.4888956,"84, Prinzregentenstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland","84, Prinzregentenstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10717, Deutschland"
1387,1831,13.325592206036784,52.43182215,"16, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","16, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland"
1388,1832,13.326632296857095,52.43241535,"3-5, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","3-5, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland"
1389,1712,13.4591328,52.492907,"Puschkinallee, Kungerkiez, Alt-Treptow, Berlin, 12435, Deutschland","Puschkinallee, Kungerkiez, Alt-Treptow, Berlin, 12435, Deutschland"
1391,1460,13.3177732,52.4682723,"13, Rauenthaler Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland","13, Rauenthaler Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland"
