id,web_id,longitude,latitude,location,complete_response
1432,55,13.2890805,52.4451611,"Rudeloffweg 8, 14195 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Rudeloffweg', 'short_name': 'Rudeloffweg', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14195', 'short_name': '14195', 'types': ['postal_code']}], 'formatted_address': 'Rudeloffweg 8, 14195 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4452878, 'lng': 13.2893199}, 'southwest': {'lat': 52.44504569999999, 'lng': 13.2888235}}, 'location': {'lat': 52.4451611, 'lng': 13.2890805}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.44651573029149, 'lng': 13.2904206802915}, 'southwest': {'lat': 52.4438177697085, 'lng': 13.2877227197085}}}, 'place_id': 'ChIJ2SK5_UJaqEcRT8Y8KSfRAsI', 'types': ['premise']}]"
1437,537,13.31487,52.47369,"Rüdesheimer Pl. 6, 14197 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Rüdesheimer Platz', 'short_name': 'Rüdesheimer Pl.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14197', 'short_name': '14197', 'types': ['postal_code']}], 'formatted_address': 'Rüdesheimer Pl. 6, 14197 Berlin, Germany', 'geometry': {'location': {'lat': 52.47369, 'lng': 13.31487}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.47503898029149, 'lng': 13.3162189802915}, 'southwest': {'lat': 52.4723410197085, 'lng': 13.3135210197085}}}, 'place_id': 'ChIJf2YQmoZQqEcR4MPaMWNyXpQ', 'plus_code': {'compound_code': 'F8F7+FW Berlin, Germany', 'global_code': '9F4MF8F7+FW'}, 'types': ['street_address']}]"
1449,362,13.28486,52.47851,"Ruhlaer Str. 14, 14199 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Ruhlaer Straße', 'short_name': 'Ruhlaer Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14199', 'short_name': '14199', 'types': ['postal_code']}], 'formatted_address': 'Ruhlaer Str. 14, 14199 Berlin, Germany', 'geometry': {'location': {'lat': 52.47851, 'lng': 13.28486}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4798589802915, 'lng': 13.2862089802915}, 'southwest': {'lat': 52.4771610197085, 'lng': 13.2835110197085}}}, 'place_id': 'ChIJyfM_hKRQqEcR99jmADeEtCE', 'plus_code': {'compound_code': 'F7HM+CW Berlin, Germany', 'global_code': '9F4MF7HM+CW'}, 'types': ['street_address']}]"
1451,1325,13.3389071,52.43495679999999,"Ruthstraße 1, 12247 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Ruthstraße', 'short_name': 'Ruthstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12247', 'short_name': '12247', 'types': ['postal_code']}], 'formatted_address': 'Ruthstraße 1, 12247 Berlin, Germany', 'geometry': {'location': {'lat': 52.43495679999999, 'lng': 13.3389071}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.43630578029149, 'lng': 13.3402560802915}, 'southwest': {'lat': 52.4336078197085, 'lng': 13.3375581197085}}}, 'place_id': 'ChIJAb6pvsNaqEcRUTWj4MNXsnE', 'plus_code': {'compound_code': 'C8MQ+XH Berlin, Germany', 'global_code': '9F4MC8MQ+XH'}, 'types': ['street_address']}]"
1452,1478,13.3414557,52.4333634,"Ruthstraße 17, 12249 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '17', 'short_name': '17', 'types': ['street_number']}, {'long_name': 'Ruthstraße', 'short_name': 'Ruthstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12249', 'short_name': '12249', 'types': ['postal_code']}], 'formatted_address': 'Ruthstraße 17, 12249 Berlin, Germany', 'geometry': {'location': {'lat': 52.4333634, 'lng': 13.3414557}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.43471238029149, 'lng': 13.3428046802915}, 'southwest': {'lat': 52.43201441970849, 'lng': 13.3401067197085}}}, 'partial_match': True, 'place_id': 'ChIJFeYdhsRaqEcRYyrlpOy07RQ', 'plus_code': {'compound_code': 'C8MR+8H Berlin, Germany', 'global_code': '9F4MC8MR+8H'}, 'types': ['street_address']}]"
1453,1324,13.3392343,52.4347375,"Ruthstraße 5, 12247 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Ruthstraße', 'short_name': 'Ruthstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12247', 'short_name': '12247', 'types': ['postal_code']}], 'formatted_address': 'Ruthstraße 5, 12247 Berlin, Germany', 'geometry': {'location': {'lat': 52.4347375, 'lng': 13.3392343}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4360864802915, 'lng': 13.3405832802915}, 'southwest': {'lat': 52.4333885197085, 'lng': 13.3378853197085}}}, 'place_id': 'ChIJ2b1_vcNaqEcRLHRXTw-PooI', 'plus_code': {'compound_code': 'C8MQ+VM Berlin, Germany', 'global_code': '9F4MC8MQ+VM'}, 'types': ['street_address']}]"
1454,1323,13.3394699,52.43443,"Ruthstraße 7, 12247 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Ruthstraße', 'short_name': 'Ruthstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12247', 'short_name': '12247', 'types': ['postal_code']}], 'formatted_address': 'Ruthstraße 7, 12247 Berlin, Germany', 'geometry': {'location': {'lat': 52.43443, 'lng': 13.3394699}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4357789802915, 'lng': 13.3408188802915}, 'southwest': {'lat': 52.4330810197085, 'lng': 13.3381209197085}}}, 'place_id': 'ChIJFwCXmcNaqEcRi7qLEgamjVs', 'plus_code': {'compound_code': 'C8MQ+QQ Berlin, Germany', 'global_code': '9F4MC8MQ+QQ'}, 'types': ['street_address']}]"
1455,1435,13.334546,52.467978,"Saarstraße 6, 12161 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Saarstraße', 'short_name': 'Saarstraße', 'types': ['route']}, {'long_name': 'Bezirk Tempelhof-Schöneberg', 'short_name': 'Bezirk Tempelhof-Schöneberg', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12161', 'short_name': '12161', 'types': ['postal_code']}], 'formatted_address': 'Saarstraße 6, 12161 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4681023, 'lng': 13.3347796}, 'southwest': {'lat': 52.4678774, 'lng': 13.3343504}}, 'location': {'lat': 52.467978, 'lng': 13.334546}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4693388302915, 'lng': 13.3359139802915}, 'southwest': {'lat': 52.4666408697085, 'lng': 13.3332160197085}}}, 'place_id': 'ChIJfVkqYndQqEcRpIJpevDY4_4', 'types': ['premise']}]"
1462,542,13.2937445,52.4896238,"Salzbrunner Str. 13, 14193 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '13', 'short_name': '13', 'types': ['street_number']}, {'long_name': 'Salzbrunner Straße', 'short_name': 'Salzbrunner Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14193', 'short_name': '14193', 'types': ['postal_code']}], 'formatted_address': 'Salzbrunner Str. 13, 14193 Berlin, Germany', 'geometry': {'location': {'lat': 52.4896238, 'lng': 13.2937445}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4909727802915, 'lng': 13.2950934802915}, 'southwest': {'lat': 52.4882748197085, 'lng': 13.2923955197085}}}, 'place_id': 'ChIJ3V_9bb9QqEcRIhZKsEuhPRQ', 'plus_code': {'compound_code': 'F7QV+RF Berlin, Germany', 'global_code': '9F4MF7QV+RF'}, 'types': ['street_address']}]"
1467,1283,13.2910702,52.47262300000001,"Saßnitzer Str. 4, 14199 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Saßnitzer Straße', 'short_name': 'Saßnitzer Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14199', 'short_name': '14199', 'types': ['postal_code']}], 'formatted_address': 'Saßnitzer Str. 4, 14199 Berlin, Germany', 'geometry': {'location': {'lat': 52.47262300000001, 'lng': 13.2910702}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.47397198029151, 'lng': 13.2924191802915}, 'southwest': {'lat': 52.47127401970851, 'lng': 13.2897212197085}}}, 'place_id': 'ChIJvQ_Tep9QqEcR7s_f13LgyRY', 'plus_code': {'compound_code': 'F7FR+2C Berlin, Germany', 'global_code': '9F4MF7FR+2C'}, 'types': ['street_address']}]"
1472,1734,13.2833921,52.4932694,"Schinkelstraße 2, 14193 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Schinkelstraße', 'short_name': 'Schinkelstraße', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14193', 'short_name': '14193', 'types': ['postal_code']}], 'formatted_address': 'Schinkelstraße 2, 14193 Berlin, Germany', 'geometry': {'location': {'lat': 52.4932694, 'lng': 13.2833921}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.49461838029149, 'lng': 13.2847410802915}, 'southwest': {'lat': 52.4919204197085, 'lng': 13.2820431197085}}}, 'place_id': 'ChIJ80AVa8hQqEcRGSz__92jNqk', 'plus_code': {'compound_code': 'F7VM+89 Berlin, Germany', 'global_code': '9F4MF7VM+89'}, 'types': ['street_address']}]"
1473,249,13.3075414,52.4750118,"Schlangenbader Str. 11, 14197 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Schlangenbader Straße', 'short_name': 'Schlangenbader Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14197', 'short_name': '14197', 'types': ['postal_code']}], 'formatted_address': 'Schlangenbader Str. 11, 14197 Berlin, Germany', 'geometry': {'location': {'lat': 52.4750118, 'lng': 13.3075414}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4763607802915, 'lng': 13.3088903802915}, 'southwest': {'lat': 52.4736628197085, 'lng': 13.3061924197085}}}, 'place_id': 'ChIJ740N0YRQqEcRMrrJKjCGPfo', 'plus_code': {'compound_code': 'F8G5+22 Berlin, Germany', 'global_code': '9F4MF8G5+22'}, 'types': ['street_address']}]"
1477,59,13.30755,52.47123999999999,"Schlangenbader Str. 33, 14197 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '33', 'short_name': '33', 'types': ['street_number']}, {'long_name': 'Schlangenbader Straße', 'short_name': 'Schlangenbader Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14197', 'short_name': '14197', 'types': ['postal_code']}], 'formatted_address': 'Schlangenbader Str. 33, 14197 Berlin, Germany', 'geometry': {'location': {'lat': 52.47123999999999, 'lng': 13.30755}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4725889802915, 'lng': 13.3088989802915}, 'southwest': {'lat': 52.4698910197085, 'lng': 13.3062010197085}}}, 'place_id': 'ChIJw2ScE4NQqEcRaCgc0rP5qvI', 'plus_code': {'compound_code': 'F8C5+F2 Berlin, Germany', 'global_code': '9F4MF8C5+F2'}, 'types': ['street_address']}]"
1481,86,13.3084807,52.4747816,"Schlangenbader Str. 85, 14197 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '85', 'short_name': '85', 'types': ['street_number']}, {'long_name': 'Schlangenbader Straße', 'short_name': 'Schlangenbader Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14197', 'short_name': '14197', 'types': ['postal_code']}], 'formatted_address': 'Schlangenbader Str. 85, 14197 Berlin, Germany', 'geometry': {'location': {'lat': 52.4747816, 'lng': 13.3084807}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4761305802915, 'lng': 13.3098296802915}, 'southwest': {'lat': 52.4734326197085, 'lng': 13.3071317197085}}}, 'place_id': 'ChIJ3wu83IRQqEcRJbOUcYRUfYo', 'plus_code': {'compound_code': 'F8F5+W9 Berlin, Germany', 'global_code': '9F4MF8F5+W9'}, 'types': ['street_address']}]"
1483,582,13.30861,52.4753,"Schlangenbader Str. 88, 14197 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '88', 'short_name': '88', 'types': ['street_number']}, {'long_name': 'Schlangenbader Straße', 'short_name': 'Schlangenbader Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14197', 'short_name': '14197', 'types': ['postal_code']}], 'formatted_address': 'Schlangenbader Str. 88, 14197 Berlin, Germany', 'geometry': {'location': {'lat': 52.4753, 'lng': 13.30861}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.47664898029149, 'lng': 13.3099589802915}, 'southwest': {'lat': 52.47395101970849, 'lng': 13.3072610197085}}}, 'place_id': 'ChIJRzdA34RQqEcRxc5aLCOcJ6g', 'plus_code': {'compound_code': 'F8G5+4C Berlin, Germany', 'global_code': '9F4MF8G5+4C'}, 'types': ['street_address']}]"
1486,1545,13.7640498,52.44299789999999,"Schleusenstraße 33, 15569 Woltersdorf, Germany","[{'access_points': [], 'address_components': [{'long_name': '33', 'short_name': '33', 'types': ['street_number']}, {'long_name': 'Schleusenstraße', 'short_name': 'Schleusenstraße', 'types': ['route']}, {'long_name': 'Woltersdorf', 'short_name': 'Woltersdorf', 'types': ['locality', 'political']}, {'long_name': 'Oder-Spree', 'short_name': 'Oder-Spree', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Brandenburg', 'short_name': 'BB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '15569', 'short_name': '15569', 'types': ['postal_code']}], 'formatted_address': 'Schleusenstraße 33, 15569 Woltersdorf, Germany', 'geometry': {'location': {'lat': 52.44299789999999, 'lng': 13.7640498}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.44434688029149, 'lng': 13.7653987802915}, 'southwest': {'lat': 52.4416489197085, 'lng': 13.7627008197085}}}, 'place_id': 'ChIJF8u0jcMwqEcR6oLsvTGYNPI', 'plus_code': {'compound_code': 'CQV7+5J Woltersdorf, Germany', 'global_code': '9F4MCQV7+5J'}, 'types': ['street_address']}]"
1487,1546,13.7642463,52.4432209,"Schleusenstraße 35A, 15569 Woltersdorf, Germany","[{'access_points': [], 'address_components': [{'long_name': '35A', 'short_name': '35A', 'types': ['street_number']}, {'long_name': 'Schleusenstraße', 'short_name': 'Schleusenstraße', 'types': ['route']}, {'long_name': 'Woltersdorf', 'short_name': 'Woltersdorf', 'types': ['locality', 'political']}, {'long_name': 'Oder-Spree', 'short_name': 'Oder-Spree', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Brandenburg', 'short_name': 'BB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '15569', 'short_name': '15569', 'types': ['postal_code']}], 'formatted_address': 'Schleusenstraße 35A, 15569 Woltersdorf, Germany', 'geometry': {'location': {'lat': 52.4432209, 'lng': 13.7642463}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4445698802915, 'lng': 13.7655952802915}, 'southwest': {'lat': 52.4418719197085, 'lng': 13.7628973197085}}}, 'place_id': 'ChIJUU9yj8MwqEcR9lxa7y5RgXI', 'plus_code': {'compound_code': 'CQV7+7M Woltersdorf, Germany', 'global_code': '9F4MCQV7+7M'}, 'types': ['street_address']}]"
1488,1720,13.4177155,52.5420056,"Schliemannstraße 40, 10437 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Schliemannstraße', 'short_name': 'Schliemannstraße', 'types': ['route']}, {'long_name': 'Bezirk Pankow', 'short_name': 'Bezirk Pankow', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '10437', 'short_name': '10437', 'types': ['postal_code']}], 'formatted_address': 'Schliemannstraße 40, 10437 Berlin, Germany', 'geometry': {'location': {'lat': 52.5420056, 'lng': 13.4177155}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.5433545802915, 'lng': 13.4190644802915}, 'southwest': {'lat': 52.5406566197085, 'lng': 13.4163665197085}}}, 'place_id': 'ChIJUyvoBwBSqEcR8mnZIZLp3a8', 'plus_code': {'compound_code': 'GCR9+R3 Berlin, Germany', 'global_code': '9F4MGCR9+R3'}, 'types': ['street_address']}]"
1489,1069,13.3259414,52.4618401,"Schloßstraße 113, 12163 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '113', 'short_name': '113', 'types': ['street_number']}, {'long_name': 'Schloßstraße', 'short_name': 'Schloßstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12163', 'short_name': '12163', 'types': ['postal_code']}], 'formatted_address': 'Schloßstraße 113, 12163 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4619242, 'lng': 13.3263759}, 'southwest': {'lat': 52.4616579, 'lng': 13.3256698}}, 'location': {'lat': 52.4618401, 'lng': 13.3259414}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4631400302915, 'lng': 13.3273718302915}, 'southwest': {'lat': 52.4604420697085, 'lng': 13.3246738697085}}}, 'place_id': 'ChIJe3jxuYNaqEcR1JUTK8zufYY', 'types': ['premise']}]"
1490,1071,13.32549,52.462,"Schloßstraße 14, 12163 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Schloßstraße', 'short_name': 'Schloßstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12163', 'short_name': '12163', 'types': ['postal_code']}], 'formatted_address': 'Schloßstraße 14, 12163 Berlin, Germany', 'geometry': {'location': {'lat': 52.462, 'lng': 13.32549}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.46334898029149, 'lng': 13.3268389802915}, 'southwest': {'lat': 52.46065101970849, 'lng': 13.3241410197085}}}, 'place_id': 'ChIJtalqyINaqEcRcAOXA_4xeMo', 'plus_code': {'compound_code': 'F86G+Q5 Berlin, Germany', 'global_code': '9F4MF86G+Q5'}, 'types': ['street_address']}]"
1492,1310,13.3171382,52.4541826,"Schloßstraße 49, 12165 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '49', 'short_name': '49', 'types': ['street_number']}, {'long_name': 'Schloßstraße', 'short_name': 'Schloßstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12165', 'short_name': '12165', 'types': ['postal_code']}], 'formatted_address': 'Schloßstraße 49, 12165 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.454311, 'lng': 13.3173311}, 'southwest': {'lat': 52.4540926, 'lng': 13.3169373}}, 'location': {'lat': 52.4541826, 'lng': 13.3171382}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4555507802915, 'lng': 13.3184831802915}, 'southwest': {'lat': 52.4528528197085, 'lng': 13.3157852197085}}}, 'place_id': 'ChIJc_T8kohaqEcR-XAtfFLV-sk', 'types': ['premise']}]"
