web_id,gb__id,gb__web_id,gb__bezirk,gb__plz,gb__ort,gb__strasse,gb__anhang,gb__erstbeobachtung,gb__beschreibung,gb__besonderes,gb__checksum,gb__update_date,gb__new,gb__mauersegler,gb__kontrolle,gb__sperling,gb__ersatz,gb__schwalbe,gb__wichtig,gb__star,gb__sanierung,gb__fledermaus,gb__verloren,gb__andere,gb__noSpecies,gb__is_test,osm__id,osm__web_id,osm__longitude,osm__latitude,osm__location,osm__complete_response,google__id,google__web_id,google__longitude,google__latitude,google__location,google__complete_response
1683,2556,1683,"Neukölln, Mariendorf",12051,Berlin,"Mariendorfer Weg 69, Hermann-Sander-Schule",,2018-06-09 00:00:00,"Hermann-Sander-Schule

06-18: Gerüst Hauptgebäude, abgedeckt, Gebäudebrüter: nicht klar?","Sanierung Sanitär usw. 2. BA, Sanierung Hauptgebäude (2018-2019), Sanierung Ziegeldacheindeckung (2018-2020)

Stichworte: Schulsanierung Schulsanierungskartierungsliste",b12c0d025ecf22bf9db4407e95fe810e485e553a335eb40b4515f04c,2026-01-24 18:08:40,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2121,1683,13.4301984,52.4641411,"69, Mariendorfer Weg, Rollbergsiedlung, Neukölln, 12051, Deutschland","69, Mariendorfer Weg, Rollbergsiedlung, Neukölln, 12051, Deutschland",2121,1683,13.43005,52.46416,"Mariendorfer Weg 69, 12051 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '69', 'short_name': '69', 'types': ['street_number']}, {'long_name': 'Mariendorfer Weg', 'short_name': 'Mariendorfer Weg', 'types': ['route']}, {'long_name': 'Bezirk Neukölln', 'short_name': 'Bezirk Neukölln', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12051', 'short_name': '12051', 'types': ['postal_code']}], 'formatted_address': 'Mariendorfer Weg 69, 12051 Berlin, Germany', 'geometry': {'location': {'lat': 52.46416, 'lng': 13.43005}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4655089802915, 'lng': 13.4313989802915}, 'southwest': {'lat': 52.4628110197085, 'lng': 13.4287010197085}}}, 'place_id': 'ChIJAXCyMptPqEcRsgj39rckSC4', 'plus_code': {'compound_code': 'FC7J+M2 Berlin, Germany', 'global_code': '9F4MFC7J+M2'}, 'types': ['street_address']}]"
1755,2557,1755,Köpenick,12555,Berlin,"Oberspreestr. 173, Alexander-von-Humboldt-Gymnasium",,2019-03-17 00:00:00,"19-03: Fassade am Hauptgebäude noch nicht saniert, abblätternde Fensterfarbe. Fenster ohne sichtbare Einflugmöglichkeiten. Niststätten höchstens unterhalb Dach denkbar. Gebäude steht unter Denkmalschutz. In Baum vor der Schule brütet eine Ringeltaube, hinter Wohnhaus neben dem Schulhof begrünter Innenhof mit Vogelgezwitscher. Flachbau (vermutlich Sporthalle) im Hof gelegen mit Rankepflanzen, unterhalb des Dachs größere weiße Flecken an Fassade, möglicherweise Kotspuren

2020-05: keine neuen Beobachtungen, Kletterpflanzen an der Turnhalle sind noch vorhanden, keine Einflüge beobachtet","Alexander-von-Humboldt-Gymnasium: Sanierung Heizung, Trinkwasseranlage, Räume, Brandschutzmaßnahmen, Fassadensanierung: 2018-19

Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste",ab3484c311f677281535b0e104d5583ad70ca1d7eb37b984b8c0e98c,2026-01-24 18:08:57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2128,1755,13.567194,52.4451984,"173, Oberspreestraße, Spindlersfeld, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland","173, Oberspreestraße, Spindlersfeld, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland",2128,1755,13.5669719,52.445252,"Oberspreestraße 173, 12555 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '173', 'short_name': '173', 'types': ['street_number']}, {'long_name': 'Oberspreestraße', 'short_name': 'Oberspreestraße', 'types': ['route']}, {'long_name': 'Bezirk Treptow-Köpenick', 'short_name': 'Bezirk Treptow-Köpenick', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12555', 'short_name': '12555', 'types': ['postal_code']}], 'formatted_address': 'Oberspreestraße 173, 12555 Berlin, Germany', 'geometry': {'location': {'lat': 52.445252, 'lng': 13.5669719}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4466009802915, 'lng': 13.5683208802915}, 'southwest': {'lat': 52.4439030197085, 'lng': 13.5656229197085}}}, 'place_id': 'ChIJO-9xVHpIqEcREiS-gF8zLvw', 'plus_code': {'compound_code': 'CHW8+4Q Berlin, Germany', 'global_code': '9F4MCHW8+4Q'}, 'types': ['street_address']}]"
1756,2558,1756,Treptow-Köpenick,12589,Berlin,"Fürstenwalder Allee 182, Schule an den Püttbergen",,2019-03-17 00:00:00,"Sanierung Schule an den Püttbergen (Grundschule an den Puettbergen)

2020-05: nicht von der Straße aus einsehbares Hauptgebäude ist eingerüstet, aufgrund der schlechten Einsehbarkeit ist es aber schwierig, Niststätten zu erkennen

2019-03: Details am Hauptgebäude ohne Zugang zum Schulhof nur schwer zu erkennen, Fassade unsaniert. An einem weiter vorne gelegenen Nebengebäudeissin Rankpflanzen. Sporthalle scheint neu zu sein. In unmittelbarer Umgebung Wasser (kleine Kanäle), ggf. für Schwalben interessant?","Schulsanierung: Sanierung Dach (2018-2020), Brandschutz, Fenster (2017)
Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste",f15dc9a69c03e7744436f1d0a76ddcecee46bf509fd899833d075f81,2026-01-24 18:08:57,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2319,1756,13.7029863,52.4336957,"182, Fürstenwalder Allee, Püttberge-Siedlung, Rahnsdorf, Treptow-Köpenick, Berlin, 12589, Deutschland","182, Fürstenwalder Allee, Püttberge-Siedlung, Rahnsdorf, Treptow-Köpenick, Berlin, 12589, Deutschland",2319,1756,13.70158,52.43385,"Fürstenwalder Allee 182, 12589 Berlin, Germany","[{'address_components': [{'long_name': '182', 'short_name': '182', 'types': ['street_number']}, {'long_name': 'Fürstenwalder Allee', 'short_name': 'Fürstenwalder Allee', 'types': ['route']}, {'long_name': 'Bezirk Treptow-Köpenick', 'short_name': 'Bezirk Treptow-Köpenick', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12589', 'short_name': '12589', 'types': ['postal_code']}], 'formatted_address': 'Fürstenwalder Allee 182, 12589 Berlin, Germany', 'geometry': {'location': {'lat': 52.43385, 'lng': 13.70158}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4351989802915, 'lng': 13.7029289802915}, 'southwest': {'lat': 52.4325010197085, 'lng': 13.7002310197085}}}, 'place_id': 'ChIJSwqeQmg3qEcRZLC7VQteU0Y', 'plus_code': {'compound_code': 'CPM2+GJ Berlin, Germany', 'global_code': '9F4MCPM2+GJ'}, 'types': ['street_address']}]"
1784,1818,1784,,14197,,,,unbekannt,,,0c4e2ea6cde951c05285b9dd61414bfc14e34453a622bb55a3cedd19,2026-01-24 18:09:04,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1816,1784,13.537465033089685,52.56548805,"Coca-Cola European Partners Deutschland GmbH, Neu-Hohenschönhausen, Berlin, 13057, Deutschland","Coca-Cola European Partners Deutschland GmbH, Neu-Hohenschönhausen, Berlin, 13057, Deutschland",1816,1784,13.3144298,52.4721327,"14197 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '14197', 'short_name': '14197', 'types': ['postal_code']}, {'long_name': 'Charlottenburg-Wilmersdorf', 'short_name': 'Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}], 'formatted_address': '14197 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4797609, 'lng': 13.3238899}, 'southwest': {'lat': 52.4668679, 'lng': 13.2989409}}, 'location': {'lat': 52.4721327, 'lng': 13.3144298}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 52.4797609, 'lng': 13.3238899}, 'southwest': {'lat': 52.4668679, 'lng': 13.2989409}}}, 'partial_match': True, 'place_id': 'ChIJVYt0a4RQqEcRIPo_lUkgIRw', 'types': ['postal_code']}]"
1789,2560,1789,Wedding,13357,Berlin,"Grüntaler Str. 5, Willy-Brandt-Schule",Protokoll mit Fotos,2018-05-06 00:00:00,"Schulsanierung Willy-Brandt-Schule

18-05: Nur Front zu betrachten
- Keine Anflüge, kein Nistmaterial, keine Kotspuren","Willy-Brandt-Schule: laut ""Schulbaumaßnahmen in Mitte"" pdf-Datei der Behörde: Keine Maßnahmen enthalten",faae26cfdb52cc1342ed44faea66f720db2372af5d1c5310c216da8a,2026-01-24 18:09:05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2334,1789,13.38624104236767,52.55094425,"5, Grüntaler Straße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland","5, Grüntaler Straße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland",2334,1789,13.3857397,52.55113679999999,"Grüntaler Str. 5, 13357 Berlin, Germany","[{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Grüntaler Straße', 'short_name': 'Grüntaler Str.', 'types': ['route']}, {'long_name': 'Mitte', 'short_name': 'Mitte', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '13357', 'short_name': '13357', 'types': ['postal_code']}], 'formatted_address': 'Grüntaler Str. 5, 13357 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.5513578, 'lng': 13.3867591}, 'southwest': {'lat': 52.5506755, 'lng': 13.3853378}}, 'location': {'lat': 52.55113679999999, 'lng': 13.3857397}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.5523656302915, 'lng': 13.3873974302915}, 'southwest': {'lat': 52.5496676697085, 'lng': 13.3846994697085}}}, 'place_id': 'ChIJB3ot1SNSqEcRKRPYaBre4_c', 'types': ['premise']}]"
1790,2561,1790,Wedding,13357,Berlin,"Böttgerstr. 2-6, Diesterweg-Schule",Protokoll,2018-05-06 00:00:00,"18-05: Nord-West-Seite: keine Anflüge, kein Nistmaterial, keine Kotspuren
- Nord-Ost-Seite: keine Anflüge, kein Nistmaterial, keine Kotspuren
- Restliche Seite nicht zu beurteilen","Diesterweg-Schule (Gymnasium): laut ""Schulbaumaßnahmen in Mitte"" pdf-Datei von der Behörde Keine Maßnahmen enthalten",9e389f24d2b5e8aba8b9f5b419d0620c8c2d7ab991f82f15341243a1,2026-01-24 18:09:05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2270,1790,13.3849431,52.5489613,"Böttgerstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland","Böttgerstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland",2270,1790,13.3785358,52.5501375,"Böttgerstraße 2, 13357 Berlin, Germany","[{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Böttgerstraße', 'short_name': 'Böttgerstraße', 'types': ['route']}, {'long_name': 'Mitte', 'short_name': 'Mitte', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '13357', 'short_name': '13357', 'types': ['postal_code']}], 'formatted_address': 'Böttgerstraße 2, 13357 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.5502652, 'lng': 13.3788284}, 'southwest': {'lat': 52.5497688, 'lng': 13.3778567}}, 'location': {'lat': 52.5501375, 'lng': 13.3785358}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.5513659802915, 'lng': 13.3796915302915}, 'southwest': {'lat': 52.5486680197085, 'lng': 13.3769935697085}}}, 'place_id': 'ChIJyV0GXyZSqEcRou7cBsOoVwQ', 'types': ['premise']}]"
1800,2562,1800,Reinickendorf,13505,Berlin,"Gerlindeweg 11-13, Grundschule am Tegelschen Ort",,2018-01-24 00:00:00,"Grundschule am Tegelschen Ort
2018: Schulsanierungskartierungsliste: Keine Spatzennistplätze gefunden.
Das Schulgebäude wurde in den Jahren von 1988 bis 1994 umgebaut. ","Schulsanierung 2016-2017: laufende bauliche Unterhaltung

Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste",ef819b5064010cc99eea0618142f963513753390a08f842d1dea646d,2026-01-24 18:09:07,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5289,1800,13.2275552,52.5762104,"Gerlindeweg, Tegelort, Konradshöhe, Reinickendorf, Berlin, 13505, Deutschland","Gerlindeweg, Tegelort, Konradshöhe, Reinickendorf, Berlin, 13505, Deutschland",5289,1800,13.2280065,52.576181,"Gerlindeweg 11, 13505 Berlin, Germany","[{'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Gerlindeweg', 'short_name': 'Gerlindeweg', 'types': ['route']}, {'long_name': 'Bezirk Reinickendorf', 'short_name': 'Bezirk Reinickendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Kreisfreie Stadt Berlin', 'short_name': 'Kreisfreie Stadt Berlin', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Berlin', 'short_name': 'BE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '13505', 'short_name': '13505', 'types': ['postal_code']}], 'formatted_address': 'Gerlindeweg 11, 13505 Berlin, Germany', 'geometry': {'location': {'lat': 52.576181, 'lng': 13.2280065}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.5775299802915, 'lng': 13.2293554802915}, 'southwest': {'lat': 52.5748320197085, 'lng': 13.2266575197085}}}, 'place_id': 'ChIJD9pK5cRVqEcRYrV6_4byW7c', 'plus_code': {'compound_code': 'H6GH+F6 Berlin, Germany', 'global_code': '9F4MH6GH+F6'}, 'types': ['street_address']}]"
1829,2563,1829,Steglitz,12167,Berlin,Lutherstr. 11,,2019-06-11 00:00:00,2019-06: Einrüstung mit Netz,,b03261e2a712920e8ed549097fb6a0ace3c3559733d18e2dffaa9802,2026-01-24 18:09:14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1128,1829,13.3276958,52.4503912,"11, Lutherstraße, Steglitz, Steglitz-Zehlendorf, 12167, Deutschland","11, Lutherstraße, Steglitz, Steglitz-Zehlendorf, 12167, Deutschland",1128,1829,13.3277979,52.4504384,"Lutherstraße 11, 12167 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Lutherstraße', 'short_name': 'Lutherstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12167', 'short_name': '12167', 'types': ['postal_code']}], 'formatted_address': 'Lutherstraße 11, 12167 Berlin, Germany', 'geometry': {'location': {'lat': 52.4504384, 'lng': 13.3277979}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.45178738029149, 'lng': 13.3291468802915}, 'southwest': {'lat': 52.44908941970849, 'lng': 13.3264489197085}}}, 'place_id': 'ChIJYYY2v5FaqEcR2VaSkz3g3Xc', 'plus_code': {'compound_code': 'F82H+54 Berlin, Germany', 'global_code': '9F4MF82H+54'}, 'types': ['street_address']}]"
1831,2564,1831,Steglitz,12207,Berlin,Promenadenstr. 16,,2019-05-23 00:00:00,2019-05: Meldung über Online-Formular: Privathaus. Zwei Nester. Leider mit Stahlspieße versehen der Giebel. Art und ob besetzt konnte ich nicht erkennen. Auch hier habe ich Bilder,,fd9ea2e6797a10fc78db173beb7b34ba38ee5469338f40685a011b22,2026-01-24 18:09:15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1387,1831,13.325592206036784,52.43182215,"16, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","16, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland",1387,1831,13.32561,52.43185,"Promenadenstraße 16, 12207 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Promenadenstraße', 'short_name': 'Promenadenstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12207', 'short_name': '12207', 'types': ['postal_code']}], 'formatted_address': 'Promenadenstraße 16, 12207 Berlin, Germany', 'geometry': {'location': {'lat': 52.43185, 'lng': 13.32561}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.43319898029149, 'lng': 13.3269589802915}, 'southwest': {'lat': 52.43050101970849, 'lng': 13.3242610197085}}}, 'partial_match': True, 'place_id': 'ChIJSWYQEeZaqEcRpWjxw8qUXo4', 'plus_code': {'compound_code': 'C8JG+P6 Berlin, Germany', 'global_code': '9F4MC8JG+P6'}, 'types': ['street_address']}]"
1832,2565,1832,Steglitz,12207,Berlin,Promenadenstr. 3-5,,2019-05-23 00:00:00,2019-05: Meldung über Online-Formular: Krankenhaus Bethel Innenhof zum Verwaltungsgebäude. Nest. Bis jetzt noch keine Bewegung gesehen. Bild vorhanden,"keine Vogelart angegeben, Kontrolle erforderlich",665deb1e85d997dae33716e5fe442437604b8f10026258b5a5c8dd25,2026-01-24 18:09:15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1388,1832,13.326632296857095,52.43241535,"3-5, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","3-5, Promenadenstraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland",1388,1832,13.32601,52.43239999999999,"Promenadenstraße 3-5, 12207 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '3-5', 'short_name': '3-5', 'types': ['street_number']}, {'long_name': 'Promenadenstraße', 'short_name': 'Promenadenstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12207', 'short_name': '12207', 'types': ['postal_code']}], 'formatted_address': 'Promenadenstraße 3-5, 12207 Berlin, Germany', 'geometry': {'location': {'lat': 52.43239999999999, 'lng': 13.32601}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.43374898029149, 'lng': 13.3273589802915}, 'southwest': {'lat': 52.4310510197085, 'lng': 13.3246610197085}}}, 'place_id': 'ChIJqckEHOZaqEcR-1nd1z1e7iI', 'plus_code': {'compound_code': 'C8JG+XC Berlin, Germany', 'global_code': '9F4MC8JG+XC'}, 'types': ['street_address']}]"
1843,2566,1843,"Neukölln, Buckow",12349,Berlin,"Buckower Damm 176, Schule an der Windmühle",Fotos,2019-01-24 00:00:00,"Schulsanierung: Schule an der Windmühle

2019-08: 3 in der Sanierung befindliche Schulgebäude-Außenfassaden fast fertig. An allen 3 Gebäuden sind in die Wand eingelassene Nisthöhlen.
An 2 Gebäuden 4 Nisthöhlen. An einem 3 Nisthöhlen. Je Gebäude ein Fledermauskasten (Ersatzmaßnahmen) Fotos","Schulsanierung 2018-2019: Flachdach

Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste",d4962c92671f868389210e032fb2bfbe4bdee4c401335ed27a8198c2,2026-01-24 18:09:18,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5250,1843,13.434413768702225,52.4274925,"176, Buckower Damm, Britz, Neukölln, Berlin, 12349, Deutschland","176, Buckower Damm, Britz, Neukölln, Berlin, 12349, Deutschland",5250,1843,13.4346934,52.427559,"Buckower Damm 176, 12349 Berlin, Germany","[{'address_components': [{'long_name': '176', 'short_name': '176', 'types': ['street_number']}, {'long_name': 'Buckower Damm', 'short_name': 'Buckower Damm', 'types': ['route']}, {'long_name': 'Bezirk Neukölln', 'short_name': 'Bezirk Neukölln', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Kreisfreie Stadt Berlin', 'short_name': 'Kreisfreie Stadt Berlin', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Berlin', 'short_name': 'BE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12349', 'short_name': '12349', 'types': ['postal_code']}], 'formatted_address': 'Buckower Damm 176, 12349 Berlin, Germany', 'geometry': {'location': {'lat': 52.427559, 'lng': 13.4346934}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.42890798029149, 'lng': 13.4360423802915}, 'southwest': {'lat': 52.42621001970849, 'lng': 13.4333444197085}}}, 'place_id': 'ChIJjWRLCaNFqEcRNdgJR62ijwk', 'plus_code': {'compound_code': 'CCHM+2V Berlin, Germany', 'global_code': '9F4MCCHM+2V'}, 'types': ['street_address']}]"
1844,2567,1844,"Neukölln, Buckow",12349,Berlin,"Breitunger Weg 1, Schule am Bienwaldring",,2019-08-05 00:00:00,"Schulsanierung Schule am Bienwaldring
2019-08: Hofseitig 2 Nistkästen am Schulgebäude (Ersatzmaßnahmen?, keine Einrüstung","Schulsanierung: Brandschutz (2016-2017, 2018-2020)

Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste",3ea8ecb832b04ba60dbfc5bb458bfd2375d27522ba7eb7b41c65b975,2026-01-24 18:09:18,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2074,1844,13.4252261,52.4215285,"1, Breitunger Weg, Buckow, Neukölln, 12349, Deutschland","1, Breitunger Weg, Buckow, Neukölln, 12349, Deutschland",2074,1844,13.42537,52.42178,"Breitunger Weg 1, 12349 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Breitunger Weg', 'short_name': 'Breitunger Weg', 'types': ['route']}, {'long_name': 'Bezirk Neukölln', 'short_name': 'Bezirk Neukölln', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12349', 'short_name': '12349', 'types': ['postal_code']}], 'formatted_address': 'Breitunger Weg 1, 12349 Berlin, Germany', 'geometry': {'location': {'lat': 52.42178, 'lng': 13.42537}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4231289802915, 'lng': 13.4267189802915}, 'southwest': {'lat': 52.4204310197085, 'lng': 13.4240210197085}}}, 'place_id': 'ChIJ4ZphIqZFqEcRch2l62U04-o', 'plus_code': {'compound_code': 'CCCG+P4 Berlin, Germany', 'global_code': '9F4MCCCG+P4'}, 'types': ['street_address']}]"
1845,2568,1845,"Neukölln, Gropiusstadt",12351,Berlin,"Johannisthaler Chaussee 328, Schule am Regenweiher",,2019-08-05 00:00:00,"Schulsanierung: Schule am Regenweiher

2019-08: Keine Nistplätze auszumachen-Verwahrungen sind mit Gitter zugemacht. Im grünen Innenhof Bienenstöcke","Schulsanierung: Energetische Sanierung Hortgebäude (2018-2019 bis 2020), Erneuerung Dach (2018-2020)

Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste",6b642f369bd89440488f037f951ed054f7673305fdead92125679a3c,2026-01-24 18:09:18,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2111,1845,13.4514019,52.4297951,"328, Johannisthaler Chaussee, Gropiusstadt, Neukölln, 12351, Deutschland","328, Johannisthaler Chaussee, Gropiusstadt, Neukölln, 12351, Deutschland",2111,1845,13.45178,52.42984999999999,"Johannisthaler Chaussee 328, 12351 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '328', 'short_name': '328', 'types': ['street_number']}, {'long_name': 'Johannisthaler Chaussee', 'short_name': 'Johannisthaler Chaussee', 'types': ['route']}, {'long_name': 'Bezirk Neukölln', 'short_name': 'Bezirk Neukölln', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12351', 'short_name': '12351', 'types': ['postal_code']}], 'formatted_address': 'Johannisthaler Chaussee 328, 12351 Berlin, Germany', 'geometry': {'location': {'lat': 52.42984999999999, 'lng': 13.45178}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.43119898029149, 'lng': 13.4531289802915}, 'southwest': {'lat': 52.42850101970849, 'lng': 13.4504310197085}}}, 'place_id': 'ChIJhZyt2b9FqEcRNzPD2_7hf4s', 'plus_code': {'compound_code': 'CFH2+WP Berlin, Germany', 'global_code': '9F4MCFH2+WP'}, 'types': ['street_address']}]"
