web_id,db_strasse_original,db_strasse,original_used,cleaned,flag_has_comma,flag_has_slash,flag_has_range,flag_multiple_numbers,flag_multiple_streets,flag_kept_text_after_number,plz,ort,beschreibung
344,,Fechnerstr. 4/6,Fechnerstr. 4/6,Fechnerstr. 4,0,1,1,0,1,0,10717,Berlin,"2008-07: Mauersegler und Sperlinge: Hofkarree Fechner 4/6 Gasteiner Str. sehr viele Mauersegleranflüge und Sperlingsverkehr, viele Stellen leider nicht einsehbar."
20,,Fehlerstr. 1/Südwestkorso,Fehlerstr. 1/Südwestkorso,Fehlerstr. 1,0,1,0,0,1,0,12161,Berlin,"2003: 4x Mauersegler unter Dach- und Mauervorsprüngen oberhalb Haustür, beim abendlichen Spazierengehen gesichtet"
1934,,"Feldrain 47, Mahlsdorfer Grundschule","Feldrain 47, Mahlsdorfer Grundschule",Feldrain 47,1,0,0,0,0,0,12623,Berlin,"Mahlsdorfer Grundschule

ohne Datum: ein Mauerseglerkasten von Spatzen belegt; ein Loch mit Nistmaterial in Dachtraufe


"
1575,,Feurigstr. 4-5,Feurigstr. 4-5,Feurigstr. 4,0,0,1,1,0,0,10827,Berlin,"2016: An verputzter Brandmauer linke Hausseite oben 5 Einbausteine, hier 2x Mauersegler und 2x Sperlinge"
1564,,Feurigstr. 66/Herbertstr. 7,Feurigstr. 66/Herbertstr. 7,Feurigstr. 66,0,1,0,0,1,0,10827,Berlin,"2016: große Brandmauer unverputzt links Herbert 7 Ecke Feurigstr. 66, hier ein Hausrotschwanz Bereich, dort vertikal mittig, sowie 3x Sperlinge verteilt, viele Sperlinge am Haus"
602,,Fidicinstr. 13-14/Schwiebusser Str. 10-11,Fidicinstr. 13-14/Schwiebusser Str. 10-11,Fidicinstr. 13,0,1,1,1,1,0,10965,Berlin,"die sog. Fidicin-Höfe

2010-06: hier findet man eine kleine Brandmauer und Fassadenbegrünung, viele Sperlinge an Brandmauer, am Dachbereich"
1583,,"Florastr. 13, Wirtschaftsschule Steglitz","Florastr. 13, Wirtschaftsschule Steglitz",Florastr. 13,1,0,0,0,0,0,12163,Berlin,"2009-04: Gebäude der Wirtschaftsschule Steglitz, an linker Hausseite Ziegelsteinwand, dort in Loch 1x Sperlinge"
1077,,Forststr. 10/Gritzner 31,Forststr. 10/Gritzner 31,Forststr. 10,0,1,0,0,1,0,12163,Berlin,"2013: Front zur Forststr., Sperlinge links und rechts von Haustür unter Dachrinne"
519,,Forststr. 13/14,Forststr. 13/14,Forststr. 13,0,1,1,0,1,0,12163,Berlin,an der rechten Hausgrenze zur 13 am oberen Dachabschluss - etwas höher als das Haus Nr. 13 liegend - Mauersegler in Loch im Bereich der Dachrinne
1760,,Forststr. 20 / Ecke Björnsonstr. 25,Forststr. 20 / Ecke Björnsonstr. 25,Forststr. 20,0,1,0,0,1,0,12163,Berlin,"19-03: Haussperlinge: Anflug Eckgebäude, dort hinter einem Fallrohr bzw. unterm Dachvorsprung in der Wand verschwunden und erst nach vielen Minuten wieder ausgeflogen sind.
Verdacht auf Niststätte

Für die Forststr. 20-23, Björnsonstr. 25, Buggestr. 21 sowie Forststr. 32-34, Buggestr. 18-20, Opitzstr. 1-5, Björnsonstr. 26-29 liegt eine Ausnahmegenehmigung der Obersten Naturschutzbehörde (SenUVK) vom 16.05.2019 vor"
1759,,Forststr. 23 / Ecke Buggestr. 21,Forststr. 23 / Ecke Buggestr. 21,Forststr. 23,0,1,0,0,1,0,12163,Berlin,"2019-03: 5-6 Brutpaare Haussperlinge:
Buggestr. 21: links neben dem Hauseingang: häufige Ein- und Ausflüge, zurückgesetzter Hausteil, Hohlraum am Ende der Regenrinne
Forststr. 23: links vom Laden: Ein- und Ausflüge hinter das Fallrohr in Loch, dort ist ein Hohlraum. Kotspuren.
Forststr. 23: rechts vom Laden: häufige Ein- und Ausflüge durch offene Mauernischen (abgebröckelt) in Traufbereich. Nistmaterialien.
Forststr. 23: über / rechts vom Laden im rückgesetzten Teil (Traufbereich)

Für die Forststr. 20-23, Björnsonstr. 25, Buggestr. 21 sowie Forststr. 32-34, Buggestr. 18-20, Opitzstr. 1-5, Björnsonstr. 26-29 liegt eine Ausnahmegenehmigung der Obersten Naturschutzbehörde (SenUVK) vom 16.05.2019 vor"
517,,Forststr. 32/32 a,Forststr. 32/32 a,Forststr. 32,0,1,1,0,1,0,12163,Berlin,"Die Fronten von 32 und 32 a sind unterbrochen von einem vorstehendem Mittelteil, an den jeweils zurückgesetzten Fronten von 32 und 32 a mehrere Sperlingspaare verteilt, zwischen Holzverschalung und Dachrinne oder auch oberhalb Dachrinne unter Ziegelbeginn.
Mehrfacher Mauersegleranflug eines einzelnen Tieres etwa Mitte Front 32 a."
1074,,Forststr. 43/ Gritzner 38,Forststr. 43/ Gritzner 38,Forststr. 43,0,1,0,0,1,0,12163,Berlin,"2013: In Front zur Gritznerstr., mittlere Balkonleiste, über 5. Etage Verblendung, hier Sperlinge wie an vielen andern ähnlichen Stellen. Mauersegleranflüge"
726,,Forststr. 6/7,Forststr. 6/7,Forststr. 6,0,1,1,0,1,0,12163,Berlin,"2011 Mauersegler: Straßenfront und Innenhof, div. Nester befinden sich in der Brandmauer zwischen Nr. 6 und Nr. 7, je einen Einflug an 3 Nistplätzen"
1880,,"Franz-Jacob-Str. 8, Johann-Gottfried-Herder-Gymnasium","Franz-Jacob-Str. 8, Johann-Gottfried-Herder-Gymnasium",Franz-Jacob-Str. 8,1,0,0,0,0,0,10369,Berlin,"Johann-Gottfried-Herder-Gymnasium, Johann-Gottfried-Herder-Schule (Plattenbau)

2018-05: Beide Hauptgebäude sind fertig saniert, kein Ersatz angebracht. Viele Haussperlinge im Schulumfeld (Hof, in Büschen). Niststätten Haussperlinge an Sporthalle.

2018-04: Schule fertig, kein Ersatz; Sporthalle vernetzt, toter Haussperling
"
1884,,"Franz-Mett-Str. 18, Sporthalle","Franz-Mett-Str. 18, Sporthalle",Franz-Mett-Str. 18,1,0,0,0,0,0,10319,Berlin,"Sporthalle Franz-Mett-Str. 18

2021-04/05: Gerüst aufgebaut, Dämmung der Fassade, Verschließen der Niststätten und damit Gefährdung von Haussperlingen und Hausrotschwänzen (Fotos vorhanden), die in den Ritzen und im Inneren des Gebäudes brüten, vorhandene Ersatzmaßnahmen unzureichend
Diverse Einflüge zu erkennen: u.a. an der Eingangsfassade hofseitig/ Ecke rechte Seitenfassade an zwei weiteren Stellen regelmäßige Einflüge der Haussperlinge zu beobachten, wo mindestens an einem Brutplatz Jungvögel zu hören waren. Videos liegen vor.

2018-05: ca. 10 Sperlinge, Fledermäuse auf angrendender Wiese und entlang Sporthallenfassaden beobachtet
"
821,,Fregestr. 38/Peschke 13-14,Fregestr. 38/Peschke 13-14,Fregestr. 38,0,1,1,0,1,0,12161,Berlin,"2011 Vom Hof der Peschke 15 aus kann man in begrünten Hof sehen, alte Dachrinnenstruktur, Sperlinge verteilt und viele Mauersegleranflüge."
1439,,Fregestr. 42 a,Fregestr. 42 a,Fregestr. 42,0,0,0,0,0,0,12161,Berlin,2014: Sperlinge verteilt 3x an Dachrinne straßenseitig
1833,,Friedenstr. 47-52,Friedenstr. 47-52,Friedenstr. 47,0,0,1,1,0,0,10249,Berlin,"2019-05: Meldung über Online-Formular: Gerüst an Mehrfamilienhaus (Friedenstr. 47), Beginn das Haus mit Folie einzudecken
Sperlinge sitzen auf Hausdach und Gerüst. Ich konnte deutlich sehen, dass in einigen Bereichen gezielt unter die Dachziegel geflogen wird und allgemein ein reger Betrieb auf dem Dach herrscht.

Kontrolle Friedenstr. 47: Es erfolgten in kurzen Abständen Einflüge der Haussperlinge in die 1. Ziegelreihe am Dach von der Dachrinne aus. Jungvögel sind zu hören (Bericht und Fotos vorhanden)
An der gesamten Vorderseite der Friedenstr. Nr. 47 bis 52 finden mindestens 11 Aufzuchtsgeschehen statt"
387,,Friedrich-Wilhelm-Platz 7/Wiesbadener Str.1,Friedrich-Wilhelm-Platz 7/Wiesbadener Str.1,Friedrich-Wilhelm-Platz 7,0,1,0,0,1,0,12161,Berlin,"Eckhaus, Adresse auch Wiesbadener Str. 1, siehe dort gleicher Eintrag
2015: 19. August Gerüst wird wieder straßenseitig aufgebaut. Meldung an die UNB Schöneberg.
2015: Kontrolle, zwei Termine zur Prüfung Einflüge. Es wurden entsprechend der Meldung von 2012 Gebäudebrüter kartiert.
2014: eingerüstet, Straßenseite und Hof. Dacharbeiten und Fassade im Hof, nicht an der Straßenseite. Im Hof wurde nicht kartiert, weil kein Zugang. Meldung an UNB Schöneberg, siehe unten.
Trotz Einrüstung zahlreiche Sperlinge am Haus, zum Beispiel am Fenstergiebel, links von Haustür am Vorsprung Ecke Fallrohr.
2012: dito, jedoch Mauerseglereinflüge auch Fallrohreingang links von Haustür Wiesb. 1
2008: Eckhaus zur Wiesbadener Str. dort frontseitig zur Wiesbadener Str. 1x Mauersegler an Übergang Fallrohreingang/Dach am linken Mauervorsprung rechte Hausgrenze, weiterhin Fallrohreingang links von Haustür Wiesbadener Str. 1 Anflüge und Sperlinge. Anflüge und Sperlinge ebenfalls Fallrohreingang in Front Friedrich-Wilhelm-Platz 7
"
1869,,"Friedrichshaller Str. 13, Judith-Kerr-Grundschule","Friedrichshaller Str. 13, Judith-Kerr-Grundschule",Friedrichshaller Str. 13,1,0,0,0,0,0,14199,Berlin,"Schulsanierungskartierungsliste, Judith-Kerr-Grundschule

2020-06: Einflug Mauersegler in Nistkasten

2020-03: Einflüge von Haussperlingen an der Hofseite über den Fenstern und in Mauerritzen unter der Dachrinne (s. Foto); dort hängt auch Nistmaterial heraus; künstliche Nisthilfen am Gebäude hofseitig links teils bewohnt von Spatzen; an der Straßenseite des Gebäudes keine Einflüge beobachtet"
70,,Friedrichshaller Str. 6-8/Cunostr. 7-8,Friedrichshaller Str. 6-8/Cunostr. 7-8,Friedrichshaller Str. 6,0,1,1,1,1,0,14199,Berlin,"2004: Alle unter den Metallverblendungen der Flachdächer. Siehe auch Cunostr. 7 - 8, ist ein Hofkarree.
Habe dort 4x Mauersegler und 3x Sperlinge beobachtet, es gibt dort aber noch einige Stellen, die wie Vogelspuren aussehen. Tiere laut Skizze
1= entspricht Friedrichshaller Str. 7, 1x Mauersegler, 1x Sperlinge, ca. 1m von Ecke
2= entspricht Friedrichshaller Str. 7, 1x Mauersegler 2m von Ecke
3= entspricht Friedrichshaller Str. 7 a, 1x Mauersegler
4= entspricht Friedrichshaller Str./Ecke Cunostr., 1x Sperlinge
5= entspricht Cunostr. 8, 1x Sperlinge ca. 2m von Ecke
6= entspricht Cunostr. 8, 1x Mauersegler fast an Ecke"
69,,Friedrichshaller Str. 7 a,Friedrichshaller Str. 7 a,Friedrichshaller Str. 7,0,0,0,0,0,0,14199,Berlin,"2004: Alle unter den Metallverblendungen der Flachdächer. Siehe auch Cunostr. 7 - 8, ist ein Hofkarree.
Habe dort 4x Mauersegler und 3x Sperlinge beobachtet, es gibt dort aber noch einige Stellen, die wie Vogelspuren aussehen. Tiere laut Skizze
1= entspricht Friedrichshaller Str. 7, 1x Mauersegler, 1x Sperlinge, ca. 1m von Ecke
2= entspricht Friedrichshaller Str. 7, 1x Mauersegler 2m von Ecke
3= entspricht Friedrichshaller Str. 7 a, 1x Mauersegler
4= entspricht Friedrichshaller Str./Ecke Cunostr., 1x Sperlinge)
5= entspricht Cunostr. 8, 1x Sperlinge ca. 2m von Ecke
6= entspricht Cunostr. 8, 1x Mauersegler fast an Ecke"
687,,Kniephofstr. 14/Friedrichsruher Str. 46,Kniephofstr. 14/Friedrichsruher Str. 46,Kniephofstr. 14,0,1,0,0,1,0,12157,Berlin,"Häuserkomplex: Kniephofstr. 14, 12157; Schönhauser Str. 16, 12169; Lauenburger Str. 34, 12169; und Friedrichsruher Str. 46, 12169

2025-06: Kontakt zu einer Anwohnerin, die glaubhaft berichtet, dass der gesamte Häuserkomplex (Kniephofstr. 14, 12157; Schönhauser Str. 16, 12169; Lauenburger Str. 34, 12169; und Friedrichsruher Str. 46, 12169) vor ca. 10 Jahren saniert wurde.
Es wurden Ersatzniststätten angebracht (31 Einbaukästen an der Straßenfassade). In diesen nisten zuerst Haussperlinge und danach die Mauersegler jedes Jahr (Anwohnerin hat zum Innenhof aufgeschlossen und begleitet).

2025-05: Kniephofstr. 14, 15, 16 und 17: komplett saniert, wärmegedämmt, Gauben und Rinnen neu. Man kommt nicht ohne Schlüssel in den Hof. Haussperlinge sitzen in den Büschen und auf dem Schneefang am Dach an der Rinne, verschwinden dahinter, wahrscheinlich wird unter den Ziegeln gebrütet. Von der Straße nicht direkt zu sehen.

2024-08: am 04.08.2024 wurden 31 Einbaukästen an der Straßenfassade gezählt

2010-06: Es handelt sich um den kompletten Häuserblock der Straßen: Kniephofstr. 14, Schönhauser Str. 16, Lauenburger Str. 34 und Friedrichsruher Str. 46, die einen gemeinsamen Innenhof bilden.
Gesamter Gebäudeblock, Außen- und Hofseite; Hinweis über große Zahl an Mauerseglern im Hofbereich (nicht ohne Schlüssel zugänglich!) von Bewohnerin (hat im Mai 2010 Kontakt mit uns aufgenommen), UNB informiert. Zahlreiche Anflüge + 4 Einflüge hofseitig an östlicher und nordöstlicher Gebäudeseite unter den Dachrinnen. Skizze vorhanden."
747,,Friedrichsruher Str. 26 a,Friedrichsruher Str. 26 a,Friedrichsruher Str. 26,0,0,0,0,0,0,12169,Berlin,"2011 Sperlinge 3. Etage, über dem Eingang in einem alten Mehlschwalbennest"
947,,Friedrichsruher Str. 57/Jeverstr. 3-4,Friedrichsruher Str. 57/Jeverstr. 3-4,Friedrichsruher Str. 57,0,1,1,0,1,0,12169,Berlin,"2012: künstl. Nisthifen sind erhalten
Altdaten Brutkasten seit 21.05.2003"
319,,Friedrichstr. 207/Kochstr.,Friedrichstr. 207/Kochstr.,Friedrichstr. 207,0,1,0,0,1,0,10969,Berlin,"Am Fallrohr 3. Etage und anderen Etagen bzw. Balkonen Mehlschwalben, alle Nester gut zu sehen (4x Einflüge)."
1042,,Fröaufstr. 1/2 Hausgrenze zur 3,Fröaufstr. 1/2 Hausgrenze zur 3,Fröaufstr. 1,0,1,1,0,1,0,12161,Berlin,2012 an Fallrohreingang an Hausgrenze zur 3 Mauersegler
395,,Fröaufstr. 5/Blankenbergstr. 1,Fröaufstr. 5/Blankenbergstr. 1,Fröaufstr. 5,0,1,0,0,1,0,12161,Berlin,"linker Hausvorbau, linke Ecke am Dach 1x Mauersegler"
1044,,Fröaufstr. 7 / Ecke Büsing 8,Fröaufstr. 7 / Ecke Büsing 8,Fröaufstr. 7,0,1,0,0,1,0,12161,Berlin,"2012 Sperlinge verteilt auf Dachrinne, unter Dachrinne? Mauersegleranflüge"
968,,Gallwitzallee 1-7,Gallwitzallee 1-7,Gallwitzallee 1,0,0,1,1,0,0,12249,Berlin,"04-2015: Erneut Baumaßnahmen, Gerüst mit Netzen an Außenwand Gebäude Nr. 1, Gebäudeblock zur Paul-Schneider-Str. 13 hin. Genau diese Gebäudewand war damals von der Bauaktivität nicht betroffen, wies aber die zahlreichen Kotspuren auf! UNB erneut informiert.

2012: Am gesamten Häuserblock, Front- und Hofseite deutliche Kotspuren unter Dachsims, vor allem Außenwand Gebäude Nr. 1, aber auch an anderen Gebäudeblockseiten. Achtung Gerüst! Tel. Info an UNB. Sie wusste Bescheid und hat schon Maßnahmen eingeleitet. Gutachten liegt vor."
1131,,Gardes-du-Corps-Straße 16/17,Gardes-du-Corps-Straße 16/17,Gardes-du-Corps-Straße 16,0,1,1,0,1,0,14059,Berlin,2013: min. 3x Sperlinge im Stuck über dem 2.OG. oben sowie hinter den Fallrohren zwischen den HNR. 16 + 17
958,,Gardeschützenweg 66/Moltkestr. 51,Gardeschützenweg 66/Moltkestr. 51,Gardeschützenweg 66,0,1,0,0,1,0,12203,Berlin,"2022-04: Online-Formular-Meldung (27.04.2022): Der Nistkasten wurde an einem Gerüst angebracht, für einen Dachausbau. Die Leute ziehen Freitag ein und wir haben Sorge, dass das Gerüst deswegen bald abgebaut wird.
Kontrolle: 30.04.2022:
Die Rüstung am Gardeschützenweg 66 ist vollständig entfernt.
(Ersatz-)Nistplätze habe ich keine gesehen.
Die Rüstung Moltkestr. 51 steht noch. Es wird nur noch am Dachgeschoss gebaut, alle anderen Wohnungen sind bezogen.
Der Mauersegler-Nistkasten ist am Gerüst (Richtung Gardeschützenweg 66) montiert (Fotos vorhanden). 

2021-05: vor einigen Jahren wurden die Straßenfassaden saniert und die vorhandenen Nistmöglichkeiten (über den Fenstern zur Moltkestr.) erhalten. Es war eine Ornithologin eingebunden. Das derzeitige Vorhaben betrifft einerseits das Dach und andererseits die Hoffassade. Es ist jeweils ein Ornithologe hinzugezogen worden. Ein ökologischer Ausgleich wird im erforderlichen Verhältnis geleistet.

2020-12: Das Eckhaus ist eingerüstet, auch schon weitgehend verputzt und
gestrichen. Falls hier noch in diesem Jahr Mauersegler und Sperlinge
genistet haben sollten, dürfte das nicht mehr möglich sein.
Ersatznistkästen habe ich nicht gesehen. Korrektur s. 2021

2009 - 2012 in unverkleideten Jalousienkästen aller 3 Etagen, viele davon auf Gebäudeseite Moltkestr., auch in Front zum Gardeschützenweg, wahrscheinlich auch unter Regenrinnen (bedeutendes Gebäude für Mauersegler!)"
346,,"Gasteiner Str. 19, Feuerwehr","Gasteiner Str. 19, Feuerwehr",Gasteiner Str. 19,1,0,0,0,0,0,10717,Berlin,2x Sperlinge links am Giebel unter Ziegel
1458,,Geisenheimer Str. 1-13 / (ungerade Nrn.),Geisenheimer Str. 1-13 / (ungerade Nrn.),Geisenheimer Str. 1,0,1,1,1,1,0,14197,Berlin,"3 Mauerseglereinlüge hofseitig jeweils unter den Dachrinnen in Balkonnähe sowie 1x an rechter Gebäudeseite in der Ecke zum Haus Rauenthaler Str. unter der Dachrinne.
Zahlreiche Sperlinge in Nieschen der Dachgauben.
(Vgl. hierzu auch Meldung zur zur Geisenheimer Str. 13-13a, Rauenthaler Str. 13 und Marbacher Str. 12; es handelt sich um den gleichen Gebäudekomplex)"
800,,Geisenheimer Str. 11 a,Geisenheimer Str. 11 a,Geisenheimer Str. 11,0,0,0,0,0,0,14197,Berlin,"2015: siehe hierzu auch Meldung zu Geisenheimer Str. 1-13 (hofseitig Mauersegler + Sperlinge)

2011: über Balkonfront rechts von Haustür unter Dachrinne Sperlinge, linke Seite unter Dachgaube Sperlinge"
801,,Geisenheimer Str. 11/12 a,Geisenheimer Str. 11/12 a,Geisenheimer Str. 11,0,1,1,0,1,0,14197,Berlin,2011 an rechter Hausgrenze zur 11 a Spalt an Holzverkleidung unter Dachrinne Mauersegler
802,,Geisenheimer Str. 12 a,Geisenheimer Str. 12 a,Geisenheimer Str. 12,0,0,0,0,0,0,14197,Berlin,"2011 rechts von Haustür Fenster 2. Etage Mauersegler in Jalousie, an rechter Seite zwischen letzten beiden Fenstern Sperlinge unter Dachrinne"
1359,,Geisenheimer Str. 13-13 a,Geisenheimer Str. 13-13 a,Geisenheimer Str. 13,0,0,1,1,0,0,14197,Berlin,"2 Sperlingseinflüge im Dachbereich, hofseitig seitlich der Dachgauben. Vom Hof aus gesehen sind es die 1. beiden Dachgauben links. Einflüge 1x links von der 2. Gaube von links, 1x rechts von der 1. Gaube. Vermutlich noch div. andere Nistplätze im Dachbereich, da viele Ästlinge/Jungsperlinge im Hof. Meldung an UNB am 4.5.2015."
355,,Geisenheimer Str. 58/59,Geisenheimer Str. 58/59,Geisenheimer Str. 58,0,1,1,0,1,0,14197,Berlin,"2012: Kästen alle belegt
2006-2008: dito, Herbst 2008 Sanierung und Ersatzmaßnahmen
2005: mehrere Niststätten Mauersegler und Sperlinge verteilt unter Dachrinne, auch im Hof
Nach Sanierung sind nun die Kästen - zumindest teilweise - schon belegt: in Front zum Ubhf Rüdesheimer Platz am ganz linken und ganz rechtem Kasten je 1x Mauersegler"
715,,"General-Pape-Str. 1, S-Bhf. Südkreuz","General-Pape-Str. 1, S-Bhf. Südkreuz",General-Pape-Str. 1,1,0,0,0,0,0,12101,Berlin,"2021-05: Sperlinge an der Fassade, in Spalt zwischen Stützpfeilern und Decke (Foto)

2011-06: Sperlinge: div. Einflüge vom Bahnsteig (unten) Richtung Teltow hinten zu sehen: helles Backsteinhaus, Seitenfassade, oben links zwischen Dachkante und Fallrohr (Foto vorhanden)"
1886,,"Gensinger Str. 56, Sporthalle","Gensinger Str. 56, Sporthalle",Gensinger Str. 56,1,0,0,0,0,0,10315,Berlin,"Sporthalle Gensinger Str. 56

2020-04: Sanierung fertig, Einbau von Niststeinen, angenommen von Haussperlingen mit Jungvögeln

2018-05: Ca. 8 Niststätten Sperlinge und Stare Rückseite
"
784,,"Georg-Wilhelm-Str. 17/Lützenstr. 1, kompletter Standortverlust","Georg-Wilhelm-Str. 17/Lützenstr. 1, kompletter Standortverlust",Georg-Wilhelm-Str. 17,1,1,0,0,1,0,10711,Berlin,"2025-04: Kontrolle: Standorte Lützenstraße/Georg-Wilhelm-Straße und Katharinenstraße sind fast alle mindestens fassadensaniert, manche haben auch einen ""neu wirkenden"" Traufenbereich.
Keine Niststätten zu finden, keine Kotspuren, kein  Nistmaterial, keine Rufe.

2011-06 viele Sperlinge verteilt unter Dachrinne siehe auch Lützenstr. 1"
781,,Georg-Wilhelm-Str. 18-19/Lützenstr. 13,Georg-Wilhelm-Str. 18-19/Lützenstr. 13,Georg-Wilhelm-Str. 18,0,1,1,1,1,0,10711,Berlin,"2025-07: Mauersegler: Hausecke, Loch unter Regenrinne, abendlichen Einflug beobachtet

2011-06: Mauersegler direkt an Ecke Loch Mauer/Dachrinne siehe auch Eintrag Lützenstr. 13"
786,,"Georg-Wilhelm-Str. 4, kompletter Standortverlust","Georg-Wilhelm-Str. 4, kompletter Standortverlust",Georg-Wilhelm-Str. 4,1,0,0,0,0,0,10711,Berlin,"2025-04: Kontrolle: keine Niststätten, keine Kotspuren, kein Nistmaterial zu sehen, keine Rufe zu hören

2011-06 an der Haussrückseite 5x Sperlinge unter Dachrinne, weiter am Fallrohr Nähe Balkon, Rückseite ist vom benachbarten Spielplatz einsehbar"
341,,"Gerdauer Str. 4, 5, 5 a","Gerdauer Str. 4, 5, 5 a",Gerdauer Str. 4,1,0,0,1,0,0,10715,Berlin,2 Kästen (neue Kästen nach Bauarbeiten) belegt mit Mauerseglern
171,,Gerdauer Str. 5/Wilhelmsaue,Gerdauer Str. 5/Wilhelmsaue,Gerdauer Str. 5,0,1,0,0,1,0,10715,Berlin,"2006: Haus Ecke Wilhelmaue, in Mauerloch (ehemalige Entlüftung??) Stare"
1619,,Gerolsteiner Str. 11 a,Gerolsteiner Str. 11 a,Gerolsteiner Str. 11,0,0,0,0,0,0,14197,Berlin,"2014: 1x Mauersegler unter Dachrinne linke Seite von Haustür, viele weitere Anflüge. Sperlinge an den Dachgauben, dort links und rechts an Verblendung. Sperlinge zahlreich sitzend auf Dachrinne."
1753,,Ghanastr. 24-28,Ghanastr. 24-28,Ghanastr. 24,0,0,1,1,0,0,13351,Berlin,"19-3: Straßenseitige Fassade direkt unter der Dachverblendung oder etwas darunter diverse Einflüge von Haussperlingen in mehreren Einfluglöchern, gegenüber des Hauses Vorgärten mit Sträuchern, Bäumen und anderen Futterstellen, dort konnten diverse andere Vögel beobachtet werden (Kohlmeisen, Amseln, Ringeltauben, Buntspechte u.a.)"
209,,Gleditschstr. 74-78/Grunewaldstr. 82,Gleditschstr. 74-78/Grunewaldstr. 82,Gleditschstr. 74,0,1,1,1,1,0,10823,Berlin,"2021-07: noch genauso, konnte auch Mauersegleranflug an Nest beobachten (siehe Foto), allerdings nicht mittig unter der Regenrinne, sondern links an der Ecke, sehr viele Sperlinge (aber kein Nest entdeckt)

2006-07: konnte die richtige Hausnummer nicht feststellen – Hinterhaus zeigt zur Straßenangabe Gleditsch 74-78, gegenüber liegt Gleditsch 77, Haus ist aber sicher Hinterseitenflügel von Grunewald 82.
1x Mauersegler unter Dachrinne, etwa in der Mitte, und 3x Sperlinge verteilt."
1788,,"Gotenburger Str. 7-9, Grundschule","Gotenburger Str. 7-9, Grundschule",Gotenburger Str. 7,1,0,1,1,0,0,13359,Berlin,"Reaktivierung Grundschule

18-05: Nur Front zu betrachten
- Nistmaterial im Rollkasten, 2. Fenster links neben Haupteingang
- Viele Spatzen an Regenrinne + deutliche Kotspuren"
1309,,Grenzburgstr. 5 / Wulffstr. 7,Grenzburgstr. 5 / Wulffstr. 7,Grenzburgstr. 5,0,1,0,0,1,0,12165,Berlin,2014: Sperlinge verteilt unter Dachrinne
728,,"Gritznerstr. 19-23, Dunant-Grundschule","Gritznerstr. 19-23, Dunant-Grundschule",Gritznerstr. 19,1,0,1,1,0,0,12163,Berlin,"Schulsanierung Dunant-Grundschule

2011-08: Sperlinge, Fledermaus, Mauersegler:
Große Kolonie Sperlinge, Ersatzmaßnahmen für Mauersegler Sporthallenwand zur Treitschkestr. hin, hofseitig in sämtlichen Jalousiekästen, auch an den Sporthallen!"
1078,,Gritznerstr. 31/Forststr. 10,Gritznerstr. 31/Forststr. 10,Gritznerstr. 31,0,1,0,0,1,0,12163,Berlin,"2013 siehe auch Forststr. 10/Gritzner 31:Front zur Forststr., Sperlinge links und rechts von Haustür unter Dachrinne"
1073,,Gritznerstr. 32/Ecke Forststr. 11,Gritznerstr. 32/Ecke Forststr. 11,Gritznerstr. 32,0,1,0,0,1,0,12163,Berlin,"2013: deutliche Rufe aus Nisthöhle, Anflüge 2 Stellen, Einflug rechts über Fenster 4. Etage, außerdem links und rechts eines Spitzgiebels/Dachrinne Anflüge, viele Anflüge in den Hinterhof"
1075,,Gritznerstr. 38/Forststr. 43/,Gritznerstr. 38/Forststr. 43/,Gritznerstr. 38,0,1,0,0,1,0,12163,Berlin,"2013:Siehe auch Forststr. 43/ Gritzner 38:In Front zur Gritznerstr., mittlere Balkonleiste, über 5. Etage Verblendung, hier Sperlinge wie an vielen andern ähnlichen Stellen. Mauersegleranflüge"
1084,,"Gritznerstr. 57, Paulsen-Gymnasium","Gritznerstr. 57, Paulsen-Gymnasium",Gritznerstr. 57,1,0,0,0,0,0,12163,Berlin,"Schulsanierung Paulsen-Gymnasium

2016: wie vorher, viele Anflüge von Mauerseglern an die Front zur Flemmingstr., viele Sperlinge hofseitig

2013-06: Mauerseglereinflüge 2x Vorderfront, zwischen 1.und 2. Fenster von links (von linker Hauskante) zwischen Dachrinne und Mauer unter Dachrinne, eine weitere Kotspur Richtung 3. Fenster. Vorderfront Sperlinge unterwegs. 2x Sperlinge Einflüge Hinterfront siehe Skizze 1x rechts am Rundbauende unter Dachrinne Ecke Mauer und 1x unter Dachrinne direkt an Ecke zum Sportplatz

9 Mehlschwalbenkästen an Hinterfront, nicht besetzt

"
1853,,"Großbeerenstr. 40, Charlotte-Salomon-Grundschule","Großbeerenstr. 40, Charlotte-Salomon-Grundschule",Großbeerenstr. 40,1,0,0,0,0,0,10965,Berlin,"Charlotte-Salomon-Grundschule

2019: Die Mauersegler flogen zwischen dem Schul- und dem gegenüberliegenden Wohngebäude Großbeerenstr. 43-47 in ihrem typischen kreisenden Flug umher. Leider ist es mir nicht gelungen, Einflüge zu beobachten. Wie es aussieht, wurden die in der Exceltabelle aufgeführten Bauarbeiten an der Schule nur innen durchgeführt, an der Fassade (inkl. angrenzendes Parkhaus) und den Fenstern ist noch alles beim Alten. Also erstmal keine akute Gefahr für evtl. Brutstätten."
1773,,Große Hamburger Str. 19 A,Große Hamburger Str. 19 A,Große Hamburger Str. 19,0,0,0,0,0,0,10115,Berlin,2019-04: schwer einsehbare Niststelle vom gegenüberliegenden Gebäude gesehen
